yy,mm,dd,hh,mm_2,wdir,wspd,gst,wvht,dpd,apd,mwd,pres,atmp,wtmp,dewp,vis,tide
2024,01,06,18,18,60,4.1,99,99,99,99,999,1023.2,9.7,14.1,999,99,99
2024,01,06,19,18,130,1.5,99,99,99,99,999,1021.9,10.8,14.2,999,99,99
2024,01,06,20,18,210,4.6,99,99,99,99,999,1020.4,12.7,14.2,999,99,99
2024,01,06,21,18,250,7.2,99,99,99,99,999,1019.6,13.3,14.2,999,99,99
2024,01,06,22,18,260,7.7,99,99,99,99,999,1018.8,13.3,14.2,999,99,99
2024,01,06,23,18,230,8.2,99,99,99,99,999,1017.3,13.1,14.1,999,99,99
2024,01,07,00,18,280,10.8,99,99,99,99,999,1016.8,13,14.1,999,99,99
2024,01,07,01,18,290,9.8,99,99,99,99,999,1016.9,13.5,14.1,999,99,99
2024,01,07,02,18,300,9.8,99,99,99,99,999,1017.8,12.7,14.2,999,99,99
2024,01,07,03,18,300,9.3,99,99,99,99,999,1017.6,12.7,14.2,999,99,99
2024,01,07,04,18,300,16.5,99,99,99,99,999,1017.3,12.8,14.3,999,99,99
2024,01,07,05,18,310,11.8,99,99,99,99,999,1017.5,12.5,14.3,999,99,99
2024,01,07,06,18,310,12.9,99,99,99,99,999,1017.7,12.3,14.3,999,99,99
2024,01,07,07,18,320,14.9,99,99,99,99,999,1018,12,14.3,999,99,99
2024,01,07,08,18,330,10.8,99,99,99,99,999,1018.4,11.4,14.2,999,99,99
2024,01,07,09,18,310,10.8,99,99,99,99,999,1018.1,11.2,14.2,999,99,99
2024,01,07,10,18,340,8.2,99,99,99,99,999,1019,10.8,14.2,999,99,99
2024,01,07,11,18,340,4.1,99,99,99,99,999,1018.9,10.4,14.1,999,99,99
2024,01,07,12,18,340,5.1,99,99,99,99,999,1018.9,10.2,14.1,999,99,99
2024,01,07,13,18,340,5.1,99,99,99,99,999,1018.9,10.2,14.1,999,99,99
2024,01,07,14,18,360,3.6,99,99,99,99,999,1019.6,9.6,14.1,999,99,99
2024,01,07,15,18,360,5.1,99,99,99,99,999,1020.2,9.7,14,999,99,99
2024,01,07,16,18,350,4.6,99,99,99,99,999,1020.7,9.7,14.1,999,99,99
2024,01,07,17,18,350,4.1,99,99,99,99,999,1021.4,9.7,14.1,999,99,99
2024,01,07,18,18,10,3.1,99,99,99,99,999,1021.7,10,14.1,999,99,99
2024,01,07,19,18,30,2.1,99,99,99,99,999,1021.3,9.6,14.1,999,99,99
2024,01,07,20,18,0,0,99,99,99,99,999,1020.6,10.7,14.1,999,99,99
2024,01,07,21,18,300,5.1,99,99,99,99,999,1019.9,11.6,14.2,999,99,99
2024,01,07,22,18,300,8.8,99,99,99,99,999,1019.3,11.8,14.2,999,99,99
2024,01,07,22,58,300,7.7,99,99,99,99,999,1019.4,11.9,14.1,999,99,99
2024,01,08,00,18,300,10.8,99,99,99,99,999,1019.8,12,14.1,999,99,99
2024,01,08,01,18,300,9.8,99,99,99,99,999,1020.2,12.1,14.1,999,99,99
2024,01,08,02,18,300,11.8,99,99,99,99,999,1021,12.1,14.2,999,99,99
2024,01,08,03,18,310,9.3,99,99,99,99,999,1021.4,11.9,14.3,999,99,99
2024,01,08,04,18,320,8.2,99,99,99,99,999,1021.8,11.7,14.3,999,99,99
2024,01,08,05,18,310,9.3,99,99,99,99,999,1021.9,12,14.3,999,99,99
2024,01,08,06,18,320,7.2,99,99,99,99,999,1022.2,11.9,14.2,999,99,99
2024,01,08,07,18,320,6.2,99,99,99,99,999,1022.4,12,14.2,999,99,99
2024,01,08,08,18,330,6.2,99,99,99,99,999,1022.7,11.6,14.1,999,99,99
2024,01,08,09,18,330,4.6,99,99,99,99,999,1023.1,11.2,14.1,999,99,99
2024,01,08,10,18,360,5.1,99,99,99,99,999,1023.5,10.8,14,999,99,99
2024,01,08,11,18,10,5.7,99,99,99,99,999,1023.8,10.4,14,999,99,99
2024,01,08,12,18,20,5.7,99,99,99,99,999,1024.1,10.4,14,999,99,99
2024,01,08,13,18,10,3.6,99,99,99,99,999,1024.7,10.7,14,999,99,99
2024,01,08,14,18,20,4.6,99,99,99,99,999,1025.5,10.5,14,999,99,99
2024,01,08,15,18,30,2.6,99,99,99,99,999,1026.2,9.6,14.2,999,99,99
2024,01,08,16,18,70,2.6,99,99,99,99,999,1027.1,9.3,14.2,999,99,99
2024,01,08,18,18,90,2.1,99,99,99,99,999,1029,9.5,14.2,999,99,99
2024,01,08,19,18,80,3.1,99,99,99,99,999,1028.7,9.9,14.2,999,99,99
2024,01,08,20,18,0,0,99,99,99,99,999,1028.5,10.8,14.2,999,99,99
2024,01,08,21,18,0,0,99,99,99,99,999,1027.9,11.6,14.3,999,99,99
2024,01,08,22,18,290,2.1,99,99,99,99,999,1027.5,11.6,14.4,999,99,99
2024,01,09,00,18,290,5.1,99,99,99,99,999,1027.8,13,14.4,999,99,99
2024,01,09,01,18,280,5.1,99,99,99,99,999,1027.4,12.8,14.3,999,99,99
2024,01,09,02,18,290,6.2,99,99,99,99,999,1027.7,12.7,14.3,999,99,99
2024,01,09,03,18,300,6.7,99,99,99,99,999,1027.9,12.7,14.2,999,99,99
2024,01,09,04,18,340,3.6,99,99,99,99,999,1028.1,12.4,14.2,999,99,99
2024,01,09,05,18,340,4.1,99,99,99,99,999,1028.9,12,14.1,999,99,99
2024,01,09,06,18,350,4.1,99,99,99,99,999,1029.3,12,14.1,999,99,99
2024,01,09,07,18,10,3.6,99,99,99,99,999,1029.3,11.8,14.1,999,99,99
2024,01,09,08,08,60,4.1,99,99,99,99,999,1029.3,11,14.1,999,99,99
2024,01,09,08,58,70,4.6,99,99,99,99,999,1029.3,10.6,14.1,999,99,99
2024,01,09,09,58,70,3.6,99,99,99,99,999,1029.4,11.2,14,999,99,99
2024,01,09,10,58,70,5.1,99,99,99,99,999,1028.9,10.3,13.9,999,99,99
2024,01,09,11,58,60,4.1,99,99,99,99,999,1028.8,10.2,13.9,999,99,99
2024,01,09,12,58,80,5.1,99,99,99,99,999,1028.3,9.7,13.9,999,99,99
2024,01,09,13,58,80,5.1,99,99,99,99,999,1028.3,10,13.8,999,99,99
2024,01,09,14,58,90,5.7,99,99,99,99,999,1028.1,9.9,13.7,999,99,99
2024,01,09,15,58,70,5.7,99,99,99,99,999,1028,9.7,13.7,999,99,99
2024,01,09,16,58,60,5.1,99,99,99,99,999,1028.3,9.2,13.8,999,99,99
2024,01,09,17,58,80,4.6,99,99,99,99,999,1028.2,9.8,13.7,999,99,99
2024,01,09,18,58,90,4.1,99,99,99,99,999,1027.7,10.9,13.7,999,99,99
2024,01,09,19,58,100,2.1,99,99,99,99,999,1026.5,11.8,13.7,999,99,99
2024,01,09,21,18,270,1,99,99,99,99,999,1025.1,11.9,13.8,999,99,99
2024,01,09,22,18,30,1.5,99,99,99,99,999,1024.4,10.6,13.8,999,99,99
2024,01,09,22,58,330,4.1,99,99,99,99,999,1024.9,10.9,13.8,999,99,99
2024,01,10,00,18,310,2.6,99,99,99,99,999,1024.9,11.4,13.8,999,99,99
2024,01,10,01,18,310,8.8,99,99,99,99,999,1023.5,12.7,13.8,999,99,99
2024,01,10,02,18,310,7.7,99,99,99,99,999,1023.7,12.6,13.8,999,99,99
2024,01,10,03,18,310,9.3,99,99,99,99,999,1023.7,12.4,13.8,999,99,99
2024,01,10,04,18,310,8.8,99,99,99,99,999,1023.6,12.3,13.8,999,99,99
2024,01,10,05,18,310,7.7,99,99,99,99,999,1023.5,12,13.6,999,99,99
2024,01,10,06,18,320,10.3,99,99,99,99,999,1023.3,12,13.6,999,99,99
2024,01,10,07,18,320,8.8,99,99,99,99,999,1023.6,11.6,13.6,999,99,99
2024,01,10,08,18,320,6.7,99,99,99,99,999,1023.4,11.6,13.6,999,99,99
2024,01,10,09,18,330,7.2,99,99,99,99,999,1023.4,11.3,13.6,999,99,99
2024,01,10,10,18,330,5.1,99,99,99,99,999,1023.2,11.1,13.5,999,99,99
2024,01,10,11,18,340,6.2,99,99,99,99,999,1023.1,10.9,13.6,999,99,99
2024,01,10,12,18,330,4.1,99,99,99,99,999,1022.7,11.1,13.6,999,99,99
2024,01,10,13,18,330,6.2,99,99,99,99,999,1022.2,11.2,13.6,999,99,99
2024,01,10,14,18,20,3.6,99,99,99,99,999,1022.1,10.9,13.6,999,99,99
2024,01,10,15,18,60,2.1,99,99,99,99,999,1022.2,10.6,13.6,999,99,99
2024,01,10,16,18,270,3.6,99,99,99,99,999,1022.3,11,13.5,999,99,99
2024,01,10,17,18,200,3.1,99,99,99,99,999,1022.2,10.8,13.6,999,99,99
2024,01,10,18,18,250,1,99,99,99,99,999,1022.2,11.5,13.6,999,99,99
2024,01,10,19,18,30,1,99,99,99,99,999,1021.8,10.7,13.7,999,99,99
2024,01,10,20,18,200,1.5,99,99,99,99,999,1019.6,11.7,13.8,999,99,99
2024,01,10,21,18,260,6.2,99,99,99,99,999,1019.5,12.4,13.7,999,99,99
2024,01,10,22,18,260,8.2,99,99,99,99,999,1018.2,12.4,13.7,999,99,99
2024,01,10,22,58,260,6.7,99,99,99,99,999,1017.4,12.2,13.6,999,99,99
2024,01,11,00,18,280,7.2,99,99,99,99,999,1017.6,11.7,13.6,999,99,99
2024,01,11,01,18,290,7.2,99,99,99,99,999,1016.9,12.3,13.6,999,99,99
2024,01,11,02,18,270,7.7,99,99,99,99,999,1016.3,13.1,13.6,999,99,99
2024,01,11,03,18,280,10.3,99,99,99,99,999,1015.4,13,13.6,999,99,99
2024,01,11,04,18,270,10.8,99,99,99,99,999,1015.1,13.4,13.6,999,99,99
2024,01,11,05,18,300,12.9,99,99,99,99,999,1014.6,11.9,13.7,999,99,99
2024,01,11,06,18,310,16.5,99,99,99,99,999,1015.5,12.2,13.7,999,99,99
2024,01,11,07,18,310,10.8,99,99,99,99,999,1016.3,11.9,13.7,999,99,99
2024,01,11,08,18,300,14.4,99,99,99,99,999,1016.3,11.9,13.7,999,99,99
2024,01,11,09,18,310,12.9,99,99,99,99,999,1016.7,11.8,13.6,999,99,99
2024,01,11,10,18,310,11.8,99,99,99,99,999,1018,11.5,13.6,999,99,99
2024,01,11,11,18,300,12.9,99,99,99,99,999,1018.1,11.3,13.6,999,99,99
2024,01,11,12,18,320,10.3,99,99,99,99,999,1018.8,11,13.5,999,99,99
2024,01,11,13,18,330,7.2,99,99,99,99,999,1019.6,10.2,13.5,999,99,99
2024,01,11,14,18,320,6.7,99,99,99,99,999,1020.3,10.2,13.5,999,99,99
2024,01,11,15,18,320,6.2,99,99,99,99,999,1020.7,10.2,13.5,999,99,99
2024,01,11,16,18,330,6.2,99,99,99,99,999,1021,10.1,13.5,999,99,99
2024,01,11,17,18,350,4.1,99,99,99,99,999,1022.4,9.8,13.5,999,99,99
2024,01,11,18,18,250,1.5,99,99,99,99,999,1023.2,10.4,13.5,999,99,99
2024,01,11,19,18,100,1.5,99,99,99,99,999,1023.3,10.3,13.5,999,99,99
2024,01,11,20,18,360,2.1,99,99,99,99,999,1023,10.8,13.6,999,99,99
2024,01,11,21,18,330,1,99,99,99,99,999,1022.8,10.6,13.7,999,99,99
2024,01,11,22,18,260,1,99,99,99,99,999,1022.6,11.1,13.7,999,99,99
2024,01,11,22,48,90,1,99,99,99,99,999,1022.3,11.3,13.8,999,99,99
2024,01,12,00,18,300,6.2,99,99,99,99,999,1023.1,11.7,13.7,999,99,99
2024,01,12,01,18,300,6.2,99,99,99,99,999,1023.2,11.4,13.6,999,99,99
2024,01,12,02,18,300,6.7,99,99,99,99,999,1023.6,11.6,13.6,999,99,99
2024,01,12,03,18,300,6.7,99,99,99,99,999,1024,11.6,13.6,999,99,99
2024,01,12,04,18,320,6.2,99,99,99,99,999,1024.6,11.5,13.6,999,99,99
2024,01,12,05,18,10,3.1,99,99,99,99,999,1024.7,10.8,13.6,999,99,99
2024,01,12,06,18,350,4.6,99,99,99,99,999,1025,10.4,13.6,999,99,99
2024,01,12,07,18,350,6.2,99,99,99,99,999,1024.7,10.9,13.6,999,99,99
2024,01,12,08,18,10,4.1,99,99,99,99,999,1025,10.2,13.6,999,99,99
2024,01,12,09,18,350,2.1,99,99,99,99,999,1024.7,10.4,13.6,999,99,99
2024,01,12,10,18,360,3.6,99,99,99,99,999,1024.9,10.2,13.6,999,99,99
2024,01,12,11,18,50,4.1,99,99,99,99,999,1025.2,9.3,13.6,999,99,99
2024,01,12,12,18,60,3.6,99,99,99,99,999,1025.4,8.7,13.6,999,99,99
2024,01,12,13,18,70,3.6,99,99,99,99,999,1025.3,8.2,13.6,999,99,99
2024,01,12,14,18,70,5.1,99,99,99,99,999,1025.5,8.2,13.5,999,99,99
2024,01,12,15,18,70,2.6,99,99,99,99,999,1026.2,8.5,13.5,999,99,99
2024,01,12,16,18,90,4.6,99,99,99,99,999,1026.1,8.5,13.5,999,99,99
2024,01,12,17,18,90,5.1,99,99,99,99,999,1026.9,8.2,13.5,999,99,99
2024,01,12,18,18,80,4.6,99,99,99,99,999,1027.1,9,13.5,999,99,99
2024,01,12,19,18,80,3.6,99,99,99,99,999,1026.5,9.2,13.5,999,99,99
2024,01,12,20,18,90,3.1,99,99,99,99,999,1025.8,10,13.5,999,99,99
2024,01,12,21,18,80,1.5,99,99,99,99,999,1025.2,10.6,13.6,999,99,99
2024,01,12,22,18,40,2.1,99,99,99,99,999,1023.9,10.9,13.6,999,99,99
2024,01,12,23,18,320,2.1,99,99,99,99,999,1024.4,11.2,13.6,999,99,99
2024,01,13,00,18,310,4.6,99,99,99,99,999,1024.6,11.4,13.6,999,99,99
2024,01,13,01,18,300,4.1,99,99,99,99,999,1024.5,11.7,13.5,999,99,99
2024,01,13,02,18,290,7.7,99,99,99,99,999,1024.5,12.1,13.5,999,99,99
2024,01,13,03,18,320,6.7,99,99,99,99,999,1024.1,12.1,13.5,999,99,99
2024,01,13,04,18,330,4.6,99,99,99,99,999,1024.2,12,13.5,999,99,99
2024,01,13,05,18,340,5.1,99,99,99,99,999,1024.8,12,13.5,999,99,99
2024,01,13,06,18,10,2.6,99,99,99,99,999,1024.3,11.9,13.5,999,99,99
2024,01,13,07,18,30,4.1,99,99,99,99,999,1023.9,11.7,13.5,999,99,99
2024,01,13,08,18,70,2.1,99,99,99,99,999,1023.5,11.5,13.5,999,99,99
2024,01,13,09,18,30,2.6,99,99,99,99,999,1023.2,11.4,13.5,999,99,99
2024,01,13,10,18,70,1.5,99,99,99,99,999,1023,11.6,13.5,999,99,99
2024,01,13,11,18,60,3.6,99,99,99,99,999,1022.2,11,13.5,999,99,99
2024,01,13,12,18,20,2.1,99,99,99,99,999,1022,10.6,13.5,999,99,99
2024,01,13,13,18,30,3.1,99,99,99,99,999,1021.8,10,13.5,999,99,99
2024,01,13,14,18,90,5.1,99,99,99,99,999,1021.8,9.4,13.5,999,99,99
2024,01,13,15,18,90,4.6,99,99,99,99,999,1021.9,9.5,13.5,999,99,99
2024,01,13,16,18,80,2.6,99,99,99,99,999,1022.6,9.6,13.5,999,99,99
2024,01,13,17,18,100,5.1,99,99,99,99,999,1023.1,10,13.5,999,99,99
2024,01,13,18,18,90,5.1,99,99,99,99,999,1023.3,10.1,13.5,999,99,99
2024,01,13,19,18,110,4.1,99,99,99,99,999,1022.3,11,13.5,999,99,99
2024,01,13,20,18,120,2.6,99,99,99,99,999,1021.8,12.2,13.5,999,99,99
2024,01,13,21,18,130,2.1,99,99,99,99,999,1021.1,12.6,13.6,999,99,99
